State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
OK,Oklahoma,2017,September,"Synthetic opioids, excl. methadone (T40.4)",103,105,100,0.002559836,* Underreported due to incomplete data
OK,Oklahoma,2017,October,"Synthetic opioids, excl. methadone (T40.4)",101,103,100,0.005110907,* Underreported due to incomplete data
OK,Oklahoma,2017,November,"Synthetic opioids, excl. methadone (T40.4)",102,103,100,0.005090742,* Underreported due to incomplete data
OK,Oklahoma,2017,December,"Synthetic opioids, excl. methadone (T40.4)",97,97,100,0.005086599,* Underreported due to incomplete data
OK,Oklahoma,2018,January,"Synthetic opioids, excl. methadone (T40.4)",94,94,100,0.010043186,* Underreported due to incomplete data
OR,Oregon,2015,January,Cocaine (T40.5),20,21,100,0.023247704,
OR,Oregon,2015,February,Cocaine (T40.5),19,20,100,0.023090689,
OR,Oregon,2015,March,Cocaine (T40.5),18,19,100,0.023006356,
OR,Oregon,2015,April,Cocaine (T40.5),18,19,100,0.020046967,
OR,Oregon,2015,May,Cocaine (T40.5),14,15,100,0.01991012,
OR,Oregon,2015,June,Cocaine (T40.5),19,20,100,0.022626994,
OR,Oregon,2015,July,Cocaine (T40.5),21,22,100,0.022554271,
OR,Oregon,2015,August,Cocaine (T40.5),22,23,100,0.022544102,
OR,Oregon,2015,September,Cocaine (T40.5),23,24,100,0.019682272,
OR,Oregon,2015,October,Cocaine (T40.5),24,25,100,0.016909029,
OR,Oregon,2015,November,Cocaine (T40.5),24,25,100,0.014033512,
OR,Oregon,2015,December,Cocaine (T40.5),24,25,100,0.022388895,
OR,Oregon,2016,January,Cocaine (T40.5),23,24,100,0.02252062,
OR,Oregon,2016,February,Cocaine (T40.5),22,23,100,0.025385722,
OR,Oregon,2016,March,Cocaine (T40.5),22,23,100,0.028093044,
OR,Oregon,2016,April,Cocaine (T40.5),23,24,100,0.030915376,
OR,Oregon,2016,May,Cocaine (T40.5),25,26,100,0.045109814,
OR,Oregon,2016,June,Cocaine (T40.5),21,22,100,0.048023955,
OR,Oregon,2016,July,Cocaine (T40.5),20,21,100,0.053569415,
OR,Oregon,2016,August,Cocaine (T40.5),24,25,100,0.053409794,
OR,Oregon,2016,September,Cocaine (T40.5),28,30,100,0.059076715,
OR,Oregon,2016,October,Cocaine (T40.5),30,32,100,0.061645371,
OR,Oregon,2016,November,Cocaine (T40.5),31,33,100,0.064483571,
OR,Oregon,2016,December,Cocaine (T40.5),30,32,100,0.072387104,
OR,Oregon,2017,January,Cocaine (T40.5),29,30,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,Cocaine (T40.5),30,31,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,Cocaine (T40.5),31,32,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,Cocaine (T40.5),35,37,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,Cocaine (T40.5),35,37,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,Cocaine (T40.5),37,39,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,Cocaine (T40.5),39,41,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,Cocaine (T40.5),35,37,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,Cocaine (T40.5),30,32,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,Cocaine (T40.5),33,35,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,Cocaine (T40.5),32,34,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,Cocaine (T40.5),36,38,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,Cocaine (T40.5),37,39,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,Heroin (T40.1),126,127,100,0.023247704,
OR,Oregon,2015,February,Heroin (T40.1),128,129,100,0.023090689,
OR,Oregon,2015,March,Heroin (T40.1),125,126,100,0.023006356,
OR,Oregon,2015,April,Heroin (T40.1),126,127,100,0.020046967,
OR,Oregon,2015,May,Heroin (T40.1),113,114,100,0.01991012,
OR,Oregon,2015,June,Heroin (T40.1),117,118,100,0.022626994,
OR,Oregon,2015,July,Heroin (T40.1),116,117,100,0.022554271,
OR,Oregon,2015,August,Heroin (T40.1),116,117,100,0.022544102,
OR,Oregon,2015,September,Heroin (T40.1),120,121,100,0.019682272,
OR,Oregon,2015,October,Heroin (T40.1),117,118,100,0.016909029,
OR,Oregon,2015,November,Heroin (T40.1),111,112,100,0.014033512,
OR,Oregon,2015,December,Heroin (T40.1),106,107,100,0.022388895,
OR,Oregon,2016,January,Heroin (T40.1),109,110,100,0.02252062,
OR,Oregon,2016,February,Heroin (T40.1),111,112,100,0.025385722,
OR,Oregon,2016,March,Heroin (T40.1),110,111,100,0.028093044,
OR,Oregon,2016,April,Heroin (T40.1),112,113,100,0.030915376,
OR,Oregon,2016,May,Heroin (T40.1),118,119,100,0.045109814,
OR,Oregon,2016,June,Heroin (T40.1),121,123,100,0.048023955,
OR,Oregon,2016,July,Heroin (T40.1),121,123,100,0.053569415,
OR,Oregon,2016,August,Heroin (T40.1),121,123,100,0.053409794,
OR,Oregon,2016,September,Heroin (T40.1),119,121,100,0.059076715,
OR,Oregon,2016,October,Heroin (T40.1),113,115,100,0.061645371,
OR,Oregon,2016,November,Heroin (T40.1),113,115,100,0.064483571,
OR,Oregon,2016,December,Heroin (T40.1),113,115,100,0.072387104,
OR,Oregon,2017,January,Heroin (T40.1),108,109,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,Heroin (T40.1),110,112,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,Heroin (T40.1),111,112,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,Heroin (T40.1),112,113,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,Heroin (T40.1),112,113,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,Heroin (T40.1),102,103,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,Heroin (T40.1),99,101,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,Heroin (T40.1),99,101,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,Heroin (T40.1),99,101,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,Heroin (T40.1),107,109,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,Heroin (T40.1),114,116,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,Heroin (T40.1),119,120,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,Heroin (T40.1),123,124,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,Methadone (T40.3),62,63,100,0.023247704,
OR,Oregon,2015,February,Methadone (T40.3),62,63,100,0.023090689,
OR,Oregon,2015,March,Methadone (T40.3),63,64,100,0.023006356,
OR,Oregon,2015,July,Methadone (T40.3),60,61,100,0.022554271,
OR,Oregon,2015,August,Methadone (T40.3),61,62,100,0.022544102,
OR,Oregon,2015,September,Methadone (T40.3),70,71,100,0.019682272,
OR,Oregon,2015,October,Methadone (T40.3),71,72,100,0.016909029,
OR,Oregon,2015,November,Methadone (T40.3),68,69,100,0.014033512,
OR,Oregon,2015,December,Methadone (T40.3),69,70,100,0.022388895,
OR,Oregon,2016,January,Methadone (T40.3),65,66,100,0.02252062,
OR,Oregon,2016,February,Methadone (T40.3),63,64,100,0.025385722,
OR,Oregon,2016,March,Methadone (T40.3),64,65,100,0.028093044,
OR,Oregon,2016,April,Methadone (T40.3),61,62,100,0.030915376,
OR,Oregon,2016,May,Methadone (T40.3),59,60,100,0.045109814,
OR,Oregon,2016,June,Methadone (T40.3),52,53,100,0.048023955,
OR,Oregon,2016,July,Methadone (T40.3),51,52,100,0.053569415,
OR,Oregon,2016,August,Methadone (T40.3),48,49,100,0.053409794,
OR,Oregon,2016,September,Methadone (T40.3),38,39,100,0.059076715,
OR,Oregon,2016,October,Methadone (T40.3),37,38,100,0.061645371,
OR,Oregon,2016,November,Methadone (T40.3),39,40,100,0.064483571,
OR,Oregon,2016,December,Methadone (T40.3),41,42,100,0.072387104,
OR,Oregon,2017,January,Methadone (T40.3),41,42,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,Methadone (T40.3),44,45,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,Methadone (T40.3),39,40,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,Methadone (T40.3),36,37,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,Methadone (T40.3),40,41,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,Methadone (T40.3),45,46,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,Methadone (T40.3),44,45,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,Methadone (T40.3),45,46,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,Methadone (T40.3),47,48,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,Methadone (T40.3),47,48,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,Methadone (T40.3),42,43,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,Methadone (T40.3),38,39,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,Methadone (T40.3),39,40,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,Natural & semi-synthetic opioids (T40.2),134,136,100,0.023247704,
OR,Oregon,2015,February,Natural & semi-synthetic opioids (T40.2),136,138,100,0.023090689,
OR,Oregon,2015,March,Natural & semi-synthetic opioids (T40.2),135,137,100,0.023006356,
OR,Oregon,2015,April,Natural & semi-synthetic opioids (T40.2),133,135,100,0.020046967,
OR,Oregon,2015,May,Natural & semi-synthetic opioids (T40.2),134,136,100,0.01991012,
OR,Oregon,2015,June,Natural & semi-synthetic opioids (T40.2),138,140,100,0.022626994,
OR,Oregon,2015,July,Natural & semi-synthetic opioids (T40.2),136,138,100,0.022554271,
OR,Oregon,2015,August,Natural & semi-synthetic opioids (T40.2),148,150,100,0.022544102,
OR,Oregon,2015,September,Natural & semi-synthetic opioids (T40.2),148,150,100,0.019682272,
OR,Oregon,2015,October,Natural & semi-synthetic opioids (T40.2),150,152,100,0.016909029,
OR,Oregon,2015,November,Natural & semi-synthetic opioids (T40.2),157,159,100,0.014033512,
OR,Oregon,2015,December,Natural & semi-synthetic opioids (T40.2),147,149,100,0.022388895,
OR,Oregon,2016,January,Natural & semi-synthetic opioids (T40.2),139,141,100,0.02252062,
OR,Oregon,2016,February,Natural & semi-synthetic opioids (T40.2),142,144,100,0.025385722,
OR,Oregon,2016,March,Natural & semi-synthetic opioids (T40.2),142,144,100,0.028093044,
OR,Oregon,2016,April,Natural & semi-synthetic opioids (T40.2),148,150,100,0.030915376,
OR,Oregon,2016,May,Natural & semi-synthetic opioids (T40.2),153,156,100,0.045109814,
OR,Oregon,2016,June,Natural & semi-synthetic opioids (T40.2),146,149,100,0.048023955,
OR,Oregon,2016,July,Natural & semi-synthetic opioids (T40.2),146,149,100,0.053569415,
OR,Oregon,2016,August,Natural & semi-synthetic opioids (T40.2),136,139,100,0.053409794,
OR,Oregon,2016,September,Natural & semi-synthetic opioids (T40.2),136,139,100,0.059076715,
OR,Oregon,2016,October,Natural & semi-synthetic opioids (T40.2),132,135,100,0.061645371,
OR,Oregon,2016,November,Natural & semi-synthetic opioids (T40.2),129,132,100,0.064483571,
OR,Oregon,2016,December,Natural & semi-synthetic opioids (T40.2),130,133,100,0.072387104,
OR,Oregon,2017,January,Natural & semi-synthetic opioids (T40.2),135,137,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,Natural & semi-synthetic opioids (T40.2),137,140,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,Natural & semi-synthetic opioids (T40.2),134,137,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,Natural & semi-synthetic opioids (T40.2),127,130,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,Natural & semi-synthetic opioids (T40.2),117,119,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,Natural & semi-synthetic opioids (T40.2),118,120,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,Natural & semi-synthetic opioids (T40.2),117,120,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,Natural & semi-synthetic opioids (T40.2),122,126,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,Natural & semi-synthetic opioids (T40.2),118,121,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,Natural & semi-synthetic opioids (T40.2),121,124,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,Natural & semi-synthetic opioids (T40.2),122,125,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,Natural & semi-synthetic opioids (T40.2),125,126,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,Natural & semi-synthetic opioids (T40.2),127,128,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,Number of Deaths,"34,412",,100,0.023247704,
OR,Oregon,2015,February,Number of Deaths,"34,646",,100,0.023090689,
OR,Oregon,2015,March,Number of Deaths,"34,773",,100,0.023006356,
OR,Oregon,2015,April,Number of Deaths,"34,918",,100,0.020046967,
OR,Oregon,2015,May,Number of Deaths,"35,158",,100,0.01991012,
OR,Oregon,2015,June,Number of Deaths,"35,356",,100,0.022626994,
OR,Oregon,2015,July,Number of Deaths,"35,470",,100,0.022554271,
OR,Oregon,2015,August,Number of Deaths,"35,486",,100,0.022544102,
OR,Oregon,2015,September,Number of Deaths,"35,565",,100,0.019682272,
OR,Oregon,2015,October,Number of Deaths,"35,484",,100,0.016909029,
OR,Oregon,2015,November,Number of Deaths,"35,629",,100,0.014033512,
OR,Oregon,2015,December,Number of Deaths,"35,732",,100,0.022388895,
OR,Oregon,2016,January,Number of Deaths,"35,523",,100,0.02252062,
OR,Oregon,2016,February,Number of Deaths,"35,453",,100,0.025385722,
OR,Oregon,2016,March,Number of Deaths,"35,596",,100,0.028093044,
OR,Oregon,2016,April,Number of Deaths,"35,581",,100,0.030915376,
OR,Oregon,2016,May,Number of Deaths,"35,469",,100,0.045109814,
OR,Oregon,2016,June,Number of Deaths,"35,399",,100,0.048023955,
OR,Oregon,2016,July,Number of Deaths,"35,468",,100,0.053569415,
OR,Oregon,2016,August,Number of Deaths,"35,574",,100,0.053409794,
OR,Oregon,2016,September,Number of Deaths,"35,547",,100,0.059076715,
OR,Oregon,2016,October,Number of Deaths,"35,688",,100,0.061645371,
OR,Oregon,2016,November,Number of Deaths,"35,668",,100,0.064483571,
OR,Oregon,2016,December,Number of Deaths,"35,918",,100,0.072387104,
OR,Oregon,2017,January,Number of Deaths,"36,547",,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,Number of Deaths,"36,698",,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,Number of Deaths,"36,639",,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,Number of Deaths,"36,709",,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,Number of Deaths,"36,829",,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,Number of Deaths,"36,856",,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,Number of Deaths,"36,886",,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,Number of Deaths,"36,911",,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,Number of Deaths,"36,852",,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,Number of Deaths,"36,951",,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,Number of Deaths,"36,870",,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,Number of Deaths,"36,708",,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,Number of Deaths,"36,421",,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,Number of Drug Overdose Deaths,520,524,100,0.023247704,
OR,Oregon,2015,February,Number of Drug Overdose Deaths,519,523,100,0.023090689,
OR,Oregon,2015,March,Number of Drug Overdose Deaths,515,519,100,0.023006356,
OR,Oregon,2015,April,Number of Drug Overdose Deaths,517,521,100,0.020046967,
OR,Oregon,2015,May,Number of Drug Overdose Deaths,501,505,100,0.01991012,
OR,Oregon,2015,June,Number of Drug Overdose Deaths,506,510,100,0.022626994,
OR,Oregon,2015,July,Number of Drug Overdose Deaths,502,506,100,0.022554271,
OR,Oregon,2015,August,Number of Drug Overdose Deaths,515,519,100,0.022544102,
OR,Oregon,2015,September,Number of Drug Overdose Deaths,523,527,100,0.019682272,
OR,Oregon,2015,October,Number of Drug Overdose Deaths,510,514,100,0.016909029,
OR,Oregon,2015,November,Number of Drug Overdose Deaths,504,507,100,0.014033512,
OR,Oregon,2015,December,Number of Drug Overdose Deaths,497,501,100,0.022388895,
OR,Oregon,2016,January,Number of Drug Overdose Deaths,491,495,100,0.02252062,
OR,Oregon,2016,February,Number of Drug Overdose Deaths,495,499,100,0.025385722,
OR,Oregon,2016,March,Number of Drug Overdose Deaths,503,508,100,0.028093044,
OR,Oregon,2016,April,Number of Drug Overdose Deaths,510,515,100,0.030915376,
OR,Oregon,2016,May,Number of Drug Overdose Deaths,525,531,100,0.045109814,
OR,Oregon,2016,June,Number of Drug Overdose Deaths,521,528,100,0.048023955,
OR,Oregon,2016,July,Number of Drug Overdose Deaths,511,518,100,0.053569415,
OR,Oregon,2016,August,Number of Drug Overdose Deaths,495,502,100,0.053409794,
OR,Oregon,2016,September,Number of Drug Overdose Deaths,488,495,100,0.059076715,
OR,Oregon,2016,October,Number of Drug Overdose Deaths,483,490,100,0.061645371,
OR,Oregon,2016,November,Number of Drug Overdose Deaths,484,492,100,0.064483571,
OR,Oregon,2016,December,Number of Drug Overdose Deaths,496,504,100,0.072387104,
OR,Oregon,2017,January,Number of Drug Overdose Deaths,504,508,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,Number of Drug Overdose Deaths,512,518,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,Number of Drug Overdose Deaths,504,510,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,Number of Drug Overdose Deaths,507,514,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,Number of Drug Overdose Deaths,501,507,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,Number of Drug Overdose Deaths,494,502,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,Number of Drug Overdose Deaths,504,513,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,Number of Drug Overdose Deaths,517,528,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,Number of Drug Overdose Deaths,529,540,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,Number of Drug Overdose Deaths,545,554,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,Number of Drug Overdose Deaths,546,554,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,Number of Drug Overdose Deaths,533,537,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,Number of Drug Overdose Deaths,542,544,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,"Opioids (T40.0-T40.4,T40.6)",340,343,100,0.023247704,
OR,Oregon,2015,February,"Opioids (T40.0-T40.4,T40.6)",343,346,100,0.023090689,
OR,Oregon,2015,March,"Opioids (T40.0-T40.4,T40.6)",339,342,100,0.023006356,
OR,Oregon,2015,April,"Opioids (T40.0-T40.4,T40.6)",341,344,100,0.020046967,
OR,Oregon,2015,May,"Opioids (T40.0-T40.4,T40.6)",326,329,100,0.01991012,
OR,Oregon,2015,June,"Opioids (T40.0-T40.4,T40.6)",335,338,100,0.022626994,
OR,Oregon,2015,July,"Opioids (T40.0-T40.4,T40.6)",331,334,100,0.022554271,
OR,Oregon,2015,August,"Opioids (T40.0-T40.4,T40.6)",344,347,100,0.022544102,
OR,Oregon,2015,September,"Opioids (T40.0-T40.4,T40.6)",351,354,100,0.019682272,
OR,Oregon,2015,October,"Opioids (T40.0-T40.4,T40.6)",347,350,100,0.016909029,
OR,Oregon,2015,November,"Opioids (T40.0-T40.4,T40.6)",340,343,100,0.014033512,
OR,Oregon,2015,December,"Opioids (T40.0-T40.4,T40.6)",328,331,100,0.022388895,
OR,Oregon,2016,January,"Opioids (T40.0-T40.4,T40.6)",323,326,100,0.02252062,
OR,Oregon,2016,February,"Opioids (T40.0-T40.4,T40.6)",330,333,100,0.025385722,
OR,Oregon,2016,March,"Opioids (T40.0-T40.4,T40.6)",329,332,100,0.028093044,
OR,Oregon,2016,April,"Opioids (T40.0-T40.4,T40.6)",332,336,100,0.030915376,
OR,Oregon,2016,May,"Opioids (T40.0-T40.4,T40.6)",344,349,100,0.045109814,
OR,Oregon,2016,June,"Opioids (T40.0-T40.4,T40.6)",333,338,100,0.048023955,
OR,Oregon,2016,July,"Opioids (T40.0-T40.4,T40.6)",330,335,100,0.053569415,
OR,Oregon,2016,August,"Opioids (T40.0-T40.4,T40.6)",317,322,100,0.053409794,
OR,Oregon,2016,September,"Opioids (T40.0-T40.4,T40.6)",310,315,100,0.059076715,
OR,Oregon,2016,October,"Opioids (T40.0-T40.4,T40.6)",303,308,100,0.061645371,
OR,Oregon,2016,November,"Opioids (T40.0-T40.4,T40.6)",306,311,100,0.064483571,
OR,Oregon,2016,December,"Opioids (T40.0-T40.4,T40.6)",306,312,100,0.072387104,
OR,Oregon,2017,January,"Opioids (T40.0-T40.4,T40.6)",309,312,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,"Opioids (T40.0-T40.4,T40.6)",316,320,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,"Opioids (T40.0-T40.4,T40.6)",313,317,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,"Opioids (T40.0-T40.4,T40.6)",311,316,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,"Opioids (T40.0-T40.4,T40.6)",310,314,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,"Opioids (T40.0-T40.4,T40.6)",314,319,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,"Opioids (T40.0-T40.4,T40.6)",315,321,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,"Opioids (T40.0-T40.4,T40.6)",323,331,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,"Opioids (T40.0-T40.4,T40.6)",325,332,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,"Opioids (T40.0-T40.4,T40.6)",337,343,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,"Opioids (T40.0-T40.4,T40.6)",339,345,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,"Opioids (T40.0-T40.4,T40.6)",344,347,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,"Opioids (T40.0-T40.4,T40.6)",350,352,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,Percent with drugs specified,92.69230769,,100,0.023247704,
OR,Oregon,2015,February,Percent with drugs specified,92.87090559,,100,0.023090689,
OR,Oregon,2015,March,Percent with drugs specified,92.62135922,,100,0.023006356,
OR,Oregon,2015,April,Percent with drugs specified,92.45647969,,100,0.020046967,
OR,Oregon,2015,May,Percent with drugs specified,92.81437126,,100,0.01991012,
OR,Oregon,2015,June,Percent with drugs specified,93.67588933,,100,0.022626994,
OR,Oregon,2015,July,Percent with drugs specified,93.62549801,,100,0.022554271,
OR,Oregon,2015,August,Percent with drugs specified,93.39805825,,100,0.022544102,
OR,Oregon,2015,September,Percent with drugs specified,94.07265774,,100,0.019682272,
OR,Oregon,2015,October,Percent with drugs specified,94.31372549,,100,0.016909029,
OR,Oregon,2015,November,Percent with drugs specified,95.03968254,,100,0.014033512,
OR,Oregon,2015,December,Percent with drugs specified,95.57344064,,100,0.022388895,
OR,Oregon,2016,January,Percent with drugs specified,95.51934827,,100,0.02252062,
OR,Oregon,2016,February,Percent with drugs specified,95.95959596,,100,0.025385722,
OR,Oregon,2016,March,Percent with drugs specified,96.22266402,,100,0.028093044,
OR,Oregon,2016,April,Percent with drugs specified,96.66666667,,100,0.030915376,
OR,Oregon,2016,May,Percent with drugs specified,96.38095238,,100,0.045109814,
OR,Oregon,2016,June,Percent with drugs specified,95.77735125,,100,0.048023955,
OR,Oregon,2016,July,Percent with drugs specified,96.08610568,,100,0.053569415,
OR,Oregon,2016,August,Percent with drugs specified,96.16161616,,100,0.053409794,
OR,Oregon,2016,September,Percent with drugs specified,95.49180328,,100,0.059076715,
OR,Oregon,2016,October,Percent with drugs specified,95.23809524,,100,0.061645371,
OR,Oregon,2016,November,Percent with drugs specified,95.45454545,,100,0.064483571,
OR,Oregon,2016,December,Percent with drugs specified,95.16129032,,100,0.072387104,
OR,Oregon,2017,January,Percent with drugs specified,95.43650794,,100,0.073877473,* Underreported due to incomplete data
OR,Oregon,2017,February,Percent with drugs specified,95.3125,,100,0.070848548,* Underreported due to incomplete data
OR,Oregon,2017,March,Percent with drugs specified,94.84126984,,100,0.073691968,* Underreported due to incomplete data
OR,Oregon,2017,April,Percent with drugs specified,94.47731755,,100,0.0789997,* Underreported due to incomplete data
OR,Oregon,2017,May,Percent with drugs specified,95.00998004,,100,0.065166038,* Underreported due to incomplete data
OR,Oregon,2017,June,Percent with drugs specified,95.1417004,,100,0.062405036,* Underreported due to incomplete data
OR,Oregon,2017,July,Percent with drugs specified,95.03968254,,100,0.059643225,* Underreported due to incomplete data
OR,Oregon,2017,August,Percent with drugs specified,95.74468085,,100,0.062312048,* Underreported due to incomplete data
OR,Oregon,2017,September,Percent with drugs specified,96.21928166,,100,0.056984696,* Underreported due to incomplete data
OR,Oregon,2017,October,Percent with drugs specified,96.14678899,,100,0.054125734,* Underreported due to incomplete data
OR,Oregon,2017,November,Percent with drugs specified,96.33699634,,100,0.054244643,* Underreported due to incomplete data
OR,Oregon,2017,December,Percent with drugs specified,96.62288931,,100,0.049035633,* Underreported due to incomplete data
OR,Oregon,2018,January,Percent with drugs specified,96.49446494,,100,0.049422037,* Underreported due to incomplete data
OR,Oregon,2015,January,Psychostimulants with abuse potential (T43.6),107,109,100,0.023247704,
OR,Oregon,2015,February,Psychostimulants with abuse potential (T43.6),102,104,100,0.023090689,
OR,Oregon,2015,March,Psychostimulants with abuse potential (T43.6),100,102,100,0.023006356,
OR,Oregon,2015,April,Psychostimulants with abuse potential (T43.6),99,101,100,0.020046967,
OR,Oregon,2015,May,Psychostimulants with abuse potential (T43.6),106,108,100,0.01991012,
OR,Oregon,2015,June,Psychostimulants with abuse potential (T43.6),112,114,100,0.022626994,
OR,Oregon,2015,July,Psychostimulants with abuse potential (T43.6),114,116,100,0.022554271,
OR,Oregon,2015,August,Psychostimulants with abuse potential (T43.6),116,118,100,0.022544102,
OR,Oregon,2015,September,Psychostimulants with abuse potential (T43.6),118,120,100,0.019682272,
OR,Oregon,2015,October,Psychostimulants with abuse potential (T43.6),118,120,100,0.016909029,
OR,Oregon,2015,November,Psychostimulants with abuse potential (T43.6),116,118,100,0.014033512,
OR,Oregon,2015,December,Psychostimulants with abuse potential (T43.6),124,126,100,0.022388895,
OR,Oregon,2016,January,Psychostimulants with abuse potential (T43.6),129,131,100,0.02252062,
OR,Oregon,2016,February,Psychostimulants with abuse potential (T43.6),135,137,100,0.025385722,
OR,Oregon,2016,March,Psychostimulants with abuse potential (T43.6),143,146,100,0.028093044,
